,smiles
36764,O=C1c2ccccc2CCc2cc(Nc3cccc(NC(=O)C4CC4)c3)ccc21
36765,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1Nc1ccc2c(c1)CCc1ccccc1C2=O
36766,O=C(NC1CC1)c1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1
36767,O=C(Nc1ccc(F)c(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccccc1
36768,Nc1ncc(-c2ccccc2Cl)nc1C(=O)Nc1ccccc1
36769,Nc1ncc(-c2ccccc2O)nc1C(=O)Nc1ccccc1
36770,Cc1ccccc1-c1cnc(N)c(C(=O)Nc2ccccc2)n1
36771,N#Cc1ccccc1-c1cnc(N)c(C(=O)Nc2ccccc2)n1
36772,COc1ccccc1-c1cnc(N)c(C(=O)Nc2ccccc2)n1
36773,C[S+]([O-])c1ccccc1-c1cnc(N)c(C(=O)Nc2ccccc2)n1
36774,O=C(CCCc1ccc(-c2ccccc2F)cc1)Nc1ccc(O)cc1
36775,Cc1c(-c2ccccc2O)nc(N)c(C#N)c1-c1cccc(NC(=O)C(O)CCC(=O)O)c1
36776,Cc1ccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)cc1NC(=O)c1ccccc1
36777,Cc1ccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)cc1NC(=O)c1ccsc1
36778,Cc1cc2nc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nnc2cc1-c1ccccc1CO
36779,Cc1ccccc1-c1cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc2cc1C
36780,COc1ccc(Nc2ccccc2-c2nc(C)nc(N)n2)cn1
36781,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(S(N)(=O)=O)cc3)ncc21
36782,CN(C)Cc1ccccc1-c1cc2c(Nc3ccc4[nH]ccc4c3)c(C#N)cnc2s1
36783,CCN(CC)CCOc1ccc(Nc2ncc3c(C)c(-c4ccccc4Cl)c(=O)n(C)c3n2)cc1
36784,CCN(CC)CCNC(=O)c1cnn2c(-c3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)ccnc12
36785,CS(=O)(=O)Nc1ccc2ccc3ncc(-c4ccccc4Cl)cc3c(=O)c2c1
36786,CNc1ccc2oc3c(=O)[nH]c(-c4ccccc4Cl)nc3c2c1
36787,CC(=O)Nc1ccc2oc3c(=O)[nH]c(-c4ccccc4Cl)nc3c2c1
36788,Oc1ccccc1-c1nc(Nc2ccc(Cl)cc2)c2ccccc2n1
36789,Oc1ccc(Nc2nc(-c3ccccc3O)nc3ccccc23)cc1
36790,CN1C(c2ccccc2Cl)=Cc2cnc(Nc3ccc(F)cc3)nc2N1C
36791,NC(=NO)c1cccc(S(=O)(=O)Nc2ccc3c(c2)C(=NO)c2ccccc2-3)c1
36792,CS(=O)(=O)Nc1ccc2c(c1)C(=NO)c1ccccc1-2
36793,COc1cccc(S(=O)(=O)Nc2ccc3c(c2)C(=NO)c2ccccc2-3)c1
36794,O=S(=O)(Nc1ccc2c(c1)C(=NO)c1ccccc1-2)c1cccc(Cl)c1
36795,O=S(=O)(Nc1ccc2c(c1)C(=NO)c1ccccc1-2)c1cccc(F)c1
36796,O=S(=O)(Nc1ccc2c(c1)C(=NO)c1ccccc1-2)c1ccccc1F
36797,O=S(=O)(Nc1ccc2c(c1)C(=NO)c1ccccc1-2)c1cccc(Br)c1
36798,NC(=NO)c1ccccc1S(=O)(=O)Nc1ccc2c(c1)C(=NO)c1ccccc1-2
36799,CC(C)Oc1c(Br)cc(Nc2cccc(C(=O)O)c2)c2c1C(=O)c1ccccc1C2=O
36800,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2
36801,CC(C)(C)Nc1c(Nc2ccnc(Nc3ccc4c(c3)Cc3ccccc3-4)n2)c(=O)c1=O
36802,CC(Nc1c(Nc2ccnc(Nc3ccc4c(c3)Cc3ccccc3-4)n2)c(=O)c1=O)C(C)(C)C
36803,CC(C)(C)Nc1c(Nc2nc(Nc3ccc4c(c3)Cc3ccccc3-4)ncc2F)c(=O)c1=O
36804,CN(C)Cc1ccccc1-c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12
36805,CN(C)CCc1ccccc1-c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12
36806,CN(Cc1ccncc1)c1nc(-c2cccc(NC(=O)Nc3cccc(C(F)(F)F)c3)c2)cn2ccnc12
36807,NS(=O)(=O)c1ccc(Nc2ncc3c(n2)-c2ccccc2CCC3)cc1
36808,O=C(Nc1cccc(-c2cn3ccnc3c(NCCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1
36809,O=C(Nc1cccc(-c2cn3ccnc3c(NCc3cccnc3)n2)c1)Nc1cccc(C(F)(F)F)c1
36810,O=C(Nc1cccc(-c2cn3ccnc3c(OCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1
36811,Nc1ncnc2c1N=C(c1cccc(NC(=O)Nc3cccc(C(F)(F)F)c3)c1)CCN2
36812,Cc1ccccc1-c1cccc2c1c(Nc1ccccc1)c(C(=O)O)n2CCCOc1cccc2ccccc12
36813,Cc1ccc(Nc2c(C(=O)O)n(CCCOc3cccc4ccccc34)c3cccc(-c4ccccc4C)c23)cc1
36814,c1ccc(-c2n[nH]c(Nc3ccc4c(c3)OCCO4)n2)c(NCc2c[nH]cn2)c1
36815,c1cncc(CNc2ccccc2-c2n[nH]c(Nc3ccc4c(c3)OCCO4)n2)c1
36816,c1ccc(-c2n[nH]c(Nc3ccc4c(c3)OCCO4)n2)c(NCc2ccc3[nH]ncc3c2)c1
36817,c1ccc(-c2n[nH]c(Nc3ccc4c(c3)OCCO4)n2)c(NCc2ccc3ncccc3c2)c1
36818,Fc1ccccc1-c1cc(Nc2ccccc2)n2ncc(Br)c2n1
36819,CS(=O)(=O)c1ccc(Nc2cc(-c3ccccc3Cl)nc3c(Br)cnn23)cc1
36820,Oc1ccccc1-c1cc(Nc2ccc3[nH]ncc3c2)nc(N2CCOCC2)n1
36821,CCOC(=O)CCC(NC(=O)c1ccc(NCN2C(=O)c3ccccc3C2=O)cc1)C(=O)OCC
36822,O=C1c2ccccc2C(=O)c2c(Nc3cccc(S(=O)(=O)N(CCO)CCO)c3)ccc(O)c21
36823,Cc1ccccc1-c1cn(C2OCC(O)C2O)c2ncnc(Nc3ccc4c(c3)OCCO4)c12
36824,Cc1ccccc1N1C(=O)c2ccccc2C1Nc1ccccc1
36825,O=C1c2ccccc2C(=O)N1CNc1ccc(N2CCOCC2)cc1
36826,Cc1ccccc1-c1ccc(Nc2ccc(N3CCOCC3)cc2)nn1
36827,CN1CCN(Cc2ccccc2-c2cc3c(Nc4ccc5[nH]ccc5c4)c(C#N)cnc3s2)CC1
36828,O=C(O)c1cccc(Nc2cc(Br)c(OCc3ccccc3)c3c2C(=O)c2ccccc2C3=O)c1
36829,CC(Nc1c(Nc2ccnc(-c3ccccc3F)c2)c(=O)c1=O)c1ccccc1
36830,N#Cc1c(-c2ccc(NC(=O)CCCC(=O)O)cc2)cc(-c2ccccc2O)nc1N
36831,COc1ccccc1-c1ccnc(Nc2cccc(S(C)(=O)=O)c2)n1
36832,Cc1cc(-c2ccccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12
36833,O=C1c2ccccc2COc2cc(Nc3ccc(F)cc3F)ccc21
36834,Cc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)OCc3ccccc3C4=O)c2)c1
36835,O=C(Nc1cccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1cccc(N2CCOCC2)c1
36836,O=C(Nc1cccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1ccccc1
36837,O=C(Nc1cccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1ccoc1
36838,O=C(Nc1cccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1cccc(F)c1
36839,O=C(Nc1cccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1ccsc1
36840,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1ccc2c(c1)OCc1ccccc1C2=O
36841,O=C1c2ccccc2COc2cc(Nc3ccc(Cl)cc3Cl)ccc21
36842,Nc1cccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1
36843,O=C(Nc1ccc(F)c(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1ccccc1
36844,Cc1cc2nc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nnc2cc1-c1ccccc1C(F)(F)F
36845,Cc1c(-c2ccccc2Cl)c(=O)n(C)c2nc(Nc3ccccc3)ncc12
36846,CCCS(=O)(=O)Nc1ccc2c(c1)C(=NO)c1ccccc1-2
36847,CCS(=O)(=O)Nc1ccc2c(c1)C(=NO)c1ccccc1-2
36848,CCCCS(=O)(=O)Nc1ccc2c(c1)C(=NO)c1ccccc1-2
36849,CNc1nc(-c2cccc(NC(=O)Nc3cc(Cl)ccc3OC)c2)cn2ccnc12
36850,COc1ccc(Nc2nc(-c3cccc(NC(=O)Nc4ccccc4)c3)cn3ccnc23)cc1
36851,COc1ccc(NC(=O)Nc2cccc(-c3cn4ccnc4c(Nc4ccc(OC)cc4)n3)c2)cc1
36852,Cn1cnc(-c2cccc(NC(=O)Nc3ccccc3)c2)c1-c1cc2c(N)ncnc2s1
36853,O=C(Nc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1
36854,Nc1ncnc2c1N=C(c1cccc(NC(=O)Nc3ccccc3)c1)CCN2
36855,CNc1nccc(-c2[nH]c(C3CC3)nc2-c2cccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)n1
36856,NC(=O)c1cccc(Nc2nccc(-c3[nH]c(C4CC4)nc3-c3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)n2)c1
36857,COCCCNC(=O)c1cnn2c(-c3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)ccnc12
36858,O=C(Nc1cccc(-c2ccnc3c(C(=O)NCCN4CCOCC4)cnn23)c1)Nc1ccc(Cl)c(C(F)(F)F)c1
36859,COc1cccc2c(Nc3cccc(Br)c3)ncnc12
36860,CCC1COC(C(=O)Nc2ccccc2)CN1c1cc(-c2ccc3c(N)[nH]nc3c2)nc(NC)n1
36861,Cc1cccc(C)c1-c1cc2nnc(Nc3ccccc3)nc2c(C)c1C
36862,O=S(=O)(Nc1cncc(-c2ccc3nccn3c2)c1)c1ccccc1
36863,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C=C(F)C(=O)NCCS(C)(=O)=O
36864,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C=C(F)C(=O)NCCN1CCOCC1
36865,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C=C(F)C(=O)NCCN1CCCC1
36866,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cccc(OCCN5CCOCC5)c34)cc2)no1
36867,CS(=O)(=O)Nc1ccc(N=Cc2c(O)[nH]c3ccccc23)cc1
36868,COCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OCCN1CCCCC1
36870,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCN1CCCCC1
36871,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
36872,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCC1CCCCC1
36873,COc1cc2c(N3CCN(C(=S)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
36874,COCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OCCN1CCOCC1
36875,COCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OC
36876,COCCOc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCN1CCCC1
36877,COCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OCCOC
36878,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCN1CCS(=O)(=O)CC1
36879,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCn1ccnn1
36880,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCS(=O)(=O)CC(F)(F)F
36881,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN(C)C
36882,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCn1cnnn1
36883,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCn1ccnn1
36884,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCC(F)(F)C1
36885,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCN1CCOCC1
36886,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCOCC1
36887,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN
36888,CCCS(=O)(=O)CCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OC
36889,CCS(=O)(=O)CCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OC
36890,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCO
36891,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCC(=N)N
36892,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCC1
36893,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCn1nccn1
36894,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCn1nccn1
36895,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCC(F)(F)CC1
36896,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OC
36897,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCC(C)CC1
36898,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCS(=O)(=O)CCC(C)C
36899,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCS(=O)(=O)CC(C)C
36900,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1C
36901,COc1cc2ncnc(N3CCN(C(=S)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OC
36902,CC(C)Oc1ccc(Nc2c(C(N)=O)cnc3cc(-c4ccncc4)ccc23)cc1
36903,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCC1=NCCN1C
36904,CCCCS(=O)(=O)CCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OC
36905,CC(C)Oc1ccc(NC(=O)N2CCN(c3ncnc(N)c3C=NOCCNS(C)(=O)=O)CC2)cc1
36906,CC(C)Oc1ccc(NC(=O)N2CCN(c3ncnc(N)c3C=NOCC(=O)N3CCOCC3)CC2)cc1
36907,CC(C)Oc1ccc(NC(=O)N2CCN(c3ncnc(N)c3C=NOCCN3CCOCC3)CC2)cc1
36908,CCON=Cc1c(N)ncnc1N1CCN(C(=O)Nc2ccc(OC(C)C)cc2)CC1
36909,CON=Cc1c(N)ncnc1N1CCN(C(=O)Nc2ccc(OC(C)C)cc2)CC1
36910,CC(C)Oc1ccc(NC(=O)N2CCN(c3ncnc(N)c3C=NOCCCO)CC2)cc1
36911,Clc1cccc(CNc2nc(Nc3ccc4[nH]cnc4c3)ncc2Br)c1Cl
36912,O=[N+]([O-])c1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12
36913,COc1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12
36914,COCCNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
36915,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNCCN
36916,CNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
36917,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNC(C)C
36918,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNC(C)(CO)CO
36919,CS(=O)(=O)Nc1ccc2c(=O)c3cc(-c4ccccc4)cnc3ccc2c1
36920,COc1ccc2cc(S(=O)(=O)Nc3ccc(-c4ccccc4)cc3)ccc2c1
36921,O=C(Nc1ccc(-c2ccccc2)cc1)c1scnc1CCc1ccncc1
36922,O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21
36923,NC(=O)c1cnc2cc(-c3ccccc3)ccc2c1Nc1ccccc1
36924,COc1cc2ncnc(Nc3cccc(-c4ccccc4)c3)c2cc1OC
36925,NC1CCN(Cc2ccn3ncnc(Nc4cccc(F)c4)c23)CC1
36926,NC1CCN(Cc2ccn3ncnc(Nc4cccc(Br)c4)c23)CC1
36927,Cc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1
36928,NC1CCN(Cc2ccn3ncnc(Nc4ccccc4)c23)CC1
36929,NC1CCN(Cc2ccn3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1
36930,COc1cc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2cc1OC
36931,Cc1cc(-c2ccccc2)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12
36932,CCOC(=O)c1cn2ncc(C#N)c(Nc3ccc(-c4ccccc4)cc3)c2c1C
36933,CN1CCN(c2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1
36934,Clc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
36935,C=C(C)C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
36936,CC(C)(C)Nc1nc(Nc2ccccc2)nc2ccccc12
36937,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2ccc(Oc3ccnc(-c4c[nH]c(C(F)(F)F)n4)c3)cc21
36938,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Br)cc4)n(C)c3c2)ccn1
36939,CCn1c(Nc2ccc(Br)cc2)nc2cc(Oc3ccnc(C(=O)NC)c3)ccc21
36940,CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(NC=O)cc12
36941,CS(=O)(=O)Nc1ccc2ccc3ncc(-c4cncnc4)cc3c(=O)c2c1
36942,CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(Nc3ccccc3)cc12
36943,Cn1c(Nc2ccc(CCNc3ncnc4ccsc34)cc2)nc2ccccc21
36944,CCOc1cc2ncnc(Nc3cccc(-c4cncnc4)c3)c2cc1OCC
36945,O=C(Nc1ccncn1)c1oc2cnccc2c1Nc1ccc2c(O)cccc2c1
36946,COc1cc2c(Nc3ccc(-c4nc5cc(C(F)(F)F)ccc5s4)cc3)ncnc2cc1OCCCN1CCN(C)CC1
36947,COc1cc2ncnc(Nc3ccc(-c4nc5cc(C(F)(F)F)ccc5s4)cc3)c2cc1OCCCN1CCN(C)CC1
36948,Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)c3ccc(F)cc3)c2)n1
36949,Cc1c(NS(=O)(=O)c2ccccc2)cn2ncc(C#N)c(Nc3ccc(Oc4ccccc4)cc3)c12
36950,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1S(=O)(=O)CCCCCCC(O)=NO
36951,O=C(Nc1ncccn1)c1oc2cnccc2c1Nc1ccc(Cl)c(O)c1
36952,CCOC(=O)c1oc2cnccc2c1Nc1ccc(Cl)c(O)c1
36953,Oc1cc(Nc2c(-c3ncccn3)oc3cnccc23)ccc1Cl
36954,Cc1nc(Nc2cc(-c3cccc(NS(=O)(=O)c4ccccc4)c3)[nH]n2)cc(N2CCN(CCO)CC2)n1
36955,Cc1nc(Nc2cc(-c3cccc(NS(=O)(=O)c4ccccc4)c3)[nH]n2)cc(N2CCN(C)CC2)n1
36956,Cc1nc(Nc2cc(-c3cccc(NS(=O)(=O)c4ccccc4)c3)[nH]n2)cc(N2CCC(O)CC2)n1
36957,CC(C)(C)c1ccc(NC(=O)c2scnc2CCc2ccnc3ccccc23)cc1
36958,O=C(Nc1ccc(Cl)cc1)c1scnc1CCc1ccnc2ccccc12
36959,C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1
36960,Cc1cccc(C)c1C=Cn1cnc2c(Nc3ccc(P(C)(C)=O)cc3)nc(C3CCCC3)nc21
36961,Cc1cccc(C)c1C=Cn1cnc2c(Nc3ccc(P(C)(C)=O)cc3)nc(C3CCN(C)CC3)nc21
36962,CC1OC(n2cc(-c3ccco3)c3c(Nc4ccccc4)ncnc32)C(O)C1O
36963,COc1ccc(Nc2ncnc3c2c(-c2ccco2)cn3C2OC(C)C(O)C2O)cc1
36964,CP(C)(=O)c1ccc(Nc2nc(C3CCCC3)nc3c2ncn3CCc2cccc(O)c2)cc1
36965,CCn1cnc2c(Nc3ccc([PH](=O)(=O)C[PH](=O)(=O)O)cc3)nc(C3CCC(N)CC3)nc21
36966,CC1OC(n2cc(-c3ccccc3)c3c(NCC(=O)Nc4ccccc4)ncnc32)C(O)C1O
36967,Cc1nc(Nc2ccccc2)c2c(-c3ccccc3)cn(C3OC(C)C(O)C3O)c2n1
36968,CC1OC(n2cc(-c3ccccc3)c3c(NCC(=O)Nc4ccc(Cl)cc4)ncnc32)C(O)C1O
36969,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1)Nc1ccc(-c2cccnc2)nc1
36970,CC(C)(C)c1ccc(NC(=O)c2c(Cn3ccc4cnccc43)ccc3ccccc23)cc1
36971,CC(C)(C)c1ccc(NCc2ccccc2Cn2ccc3cnccc32)cc1
36972,CC(C)(C)c1ccc(NC(=O)c2ccccc2Cn2ccc3cnccc32)cc1
36973,O=C(Nc1ccc(Br)cc1)c1ccccc1Cn1ccc2cnccc21
36974,O=C(Nc1ccc(Cl)c(Cl)c1)c1ccccc1Cn1ccc2cnccc21
36975,O=C(Nc1ccc(Cl)cc1)c1ccccc1Cn1ccc2cnccc21
36976,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1ccccc1Cn1ccc2cnccc21
36977,O=C(Nc1ccc(N2CCOCC2)cc1)c1ccccc1Cn1ccc2cnccc21
36978,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccccc1Cn1ccc2cnccc21
36979,Cc1cccc(NC(=O)c2ccccc2Cn2ccc3cnccc32)c1
36980,CC(C)c1ccc(NC(=O)c2ccccc2Cn2ccc3cnccc32)cc1
36981,O=C(c1ccccc1CNc1ccc(Cl)cc1)n1ccc2cnccc21
36982,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc2ccccc2o1
36983,Cc1cc2cc(Nc3nnc(-c4cccc5cnccc45)c4ccccc34)ccc2[nH]1
36984,COCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5cccc6cnccc56)cc4)CC3)c2cc1OCCOC
36985,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4cnccc4c3)c2)cc1OC
36986,NC(CNc1cncc(Oc2cccc3cnccc23)c1)Cc1c[nH]c2ccccc12
36987,NC(CNc1cncc(Nc2cccc3cnccc23)c1)Cc1c[nH]c2ccccc12
36988,Cc1cccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)c1
36989,CC(C)(C)c1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1
36990,Clc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1Cl
36991,Clc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1
36992,c1cc(-c2nnc(Nc3ccc(N4CCOCC4)cc3)c3ccccc23)c2ccncc2c1
36993,FC(F)(Cl)Oc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1
36994,CC(C)c1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1
36995,FC(F)(F)c1cc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)ccc1Cl
36996,NC(Cc1cccc2ccccc12)C(=O)Nc1cncc(C=Cc2ccncc2)c1
36998,NC(CNc1cncc(C=Cc2ccncc2)c1)Cc1c[nH]c2ccccc12
36999,NC(Cc1c[nH]c2ccccc12)C(=O)Nc1cncc(C=Cc2ccncc2)c1
37001,Cc1ccc(NC(=O)CCCCCC2NC(=O)NC2C)cc1
37002,Nc1cc(Oc2ccc(Nc3ccncc3C(=O)Nc3ccc(F)cc3F)cc2F)ccn1
37003,O=C(Nc1ccc(F)cc1F)c1cnccc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1
37004,Cc1cc2[nH]c(Nc3ccc(C(C)(C)C)cc3)nc2cc1C#N
37005,CC(C)(C)c1ccc(Nc2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1
37006,Clc1ccc2[nH]c(Nc3ccc(CCNc4ncnc5ccsc45)cc3)nc2c1
37007,CNC(=O)c1cc(Oc2ccc(Nc3nc4cc(Cl)ccc4[nH]3)cc2)ccn1
37008,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CCNC4)c2)cc1OC
37009,N=C(Nc1ccccc1)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21
37010,N=C(N)c1ccc2cc(C(=O)Nc3ccc4c(c3)CCNC4)ccc2c1
37011,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1
37012,OCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12
37013,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1
37014,O=S1(=O)N=S(c2ccc(Br)cc2)c2ccc(NS(=O)(=O)c3ccccc3)cc21
37015,CCn1c(SCC(=O)Nc2ccc(Cl)cc2)nnc1C1CC1
37016,CCCNC(=O)Nc1ccc(Oc2ncnc3ccn(C)c23)cc1
37017,O=C1C(=Cc2ccc(O)c(O)c2)SC(=S)N1Nc1ccccc1
37018,O=[PH](=O)(O)C[PH](=O)(=O)CCCNc1nc(Nc2ccccc2)c2ncn(C3CCCC3)c2n1
37019,NC(=O)c1c(SCc2ccccc2Cl)nsc1Nc1ccncc1
37020,NC(=O)c1c(SCc2ccc(Cl)cc2)nsc1Nc1ccncc1
